instances/Instances_lowcost_H3/abs1n10.dat;0.7702;2292.2383;2292.2383;0.0000;153.0000;97.0000
instances/Instances_lowcost_H3/abs1n15.dat;9.1865;2359.1600;2358.9292;0.0001;698.0000;294.0000
instances/Instances_lowcost_H3/abs1n20.dat;107.2649;2891.2900;2891.0717;0.0001;1800.0000;750.0000
instances/Instances_lowcost_H3/abs1n25.dat;1800.0024;3930.9700;2184.1881;0.4444;16520.0000;5891.0000
instances/Instances_lowcost_H3/abs1n5.dat;0.0819;1282.0320;1282.0320;0.0000;27.0000;25.0000
instances/Instances_lowcost_H3/abs2n10.dat;0.4778;2418.8478;2418.8478;0.0000;79.0000;52.0000
instances/Instances_lowcost_H3/abs2n15.dat;5.6071;2429.3400;2429.3400;0.0000;339.0000;153.0000
instances/Instances_lowcost_H3/abs2n20.dat;454.5046;2859.5100;2859.2276;0.0001;3527.0000;1383.0000
instances/Instances_lowcost_H3/abs2n25.dat;1800.0015;3531.1700;2949.2727;0.1648;7329.0000;2777.0000
instances/Instances_lowcost_H3/abs2n5.dat;0.0797;1200.8923;1200.8923;0.0000;29.0000;25.0000
instances/Instances_lowcost_H3/abs3n10.dat;1.1864;2124.6600;2124.6600;0.0000;109.0000;65.0000
instances/Instances_lowcost_H3/abs3n15.dat;5.8744;2455.3900;2455.2130;0.0001;322.0000;147.0000
instances/Instances_lowcost_H3/abs3n20.dat;351.3938;3214.5600;3214.2391;0.0001;3517.0000;1479.0000
instances/Instances_lowcost_H3/abs3n25.dat;659.7899;3530.0100;3529.6644;0.0001;4092.0000;1638.0000
instances/Instances_lowcost_H3/abs3n5.dat;0.0637;1732.6735;1732.6735;0.0000;25.0000;22.0000
instances/Instances_lowcost_H3/abs4n10.dat;0.6526;2359.9954;2359.9954;0.0000;124.0000;69.0000
instances/Instances_lowcost_H3/abs4n15.dat;9.6508;2654.5993;2654.3393;0.0001;593.0000;301.0000
instances/Instances_lowcost_H3/abs4n20.dat;954.8565;3239.3100;3238.9958;0.0001;7048.0000;2758.0000
instances/Instances_lowcost_H3/abs4n25.dat;1800.0140;3853.7262;2299.9798;0.4032;13437.0000;4664.0000
instances/Instances_lowcost_H3/abs4n5.dat;0.0792;1612.3575;1612.3575;0.0000;27.0000;23.0000
instances/Instances_lowcost_H3/abs5n10.dat;1.2739;2329.4978;2329.4978;0.0000;147.0000;84.0000
instances/Instances_lowcost_H3/abs5n15.dat;6.9928;2580.2800;2580.2800;0.0000;526.0000;241.0000
instances/Instances_lowcost_H3/abs5n20.dat;174.8366;3330.9900;3330.6902;0.0001;1904.0000;799.0000
instances/Instances_lowcost_H3/abs5n25.dat;1800.0021;3718.5400;3430.6510;0.0774;10940.0000;6314.0000
instances/Instances_lowcost_H3/abs5n5.dat;0.0624;1306.7507;1306.7507;0.0000;27.0000;23.0000